client_id,age,account_age_months,employment_type,segment
CLI_01269,60,53,Unemployed,Mass-Affluent
CLI_01270,29,56,Salaried,Mass-Affluent
CLI_01271,43,98,Salaried,Premium
CLI_01272,30,9,Salaried,Mass-Affluent
CLI_01273,57,22,Self-employed,Mass-Affluent
CLI_01274,35,13,Salaried,Mass
CLI_01275,42,89,Gig-worker,Mass
CLI_01276,50,48,Gig-worker,Mass-Affluent
CLI_01277,64,18,Self-employed,Mass
CLI_01278,57,115,Self-employed,Mass
CLI_01279,60,76,Gig-worker,Mass
CLI_01280,29,40,Salaried,Mass
CLI_01281,61,17,Self-employed,Mass-Affluent
CLI_01282,53,15,Salaried,Mass
CLI_01283,65,106,Gig-worker,Private
CLI_01284,21,15,Gig-worker,Premium
CLI_01285,22,79,Unemployed,Premium
CLI_01286,73,63,Gig-worker,Mass
CLI_01287,54,119,Salaried,Mass
CLI_01288,25,39,Self-employed,Private
CLI_01289,59,13,Gig-worker,Premium
CLI_01290,66,81,Salaried,Mass-Affluent
CLI_01291,45,32,Gig-worker,Mass
CLI_01292,48,9,Self-employed,Mass
CLI_01293,26,40,Business Owner,Mass-Affluent
CLI_01294,71,20,Gig-worker,Mass
CLI_01295,68,90,Salaried,Mass-Affluent
CLI_01296,46,91,Salaried,Mass-Affluent
CLI_01297,31,85,Unemployed,Mass-Affluent
CLI_01298,57,82,Self-employed,Mass
CLI_01299,58,77,Salaried,Mass
CLI_01300,39,80,Salaried,Private
CLI_01301,28,73,Self-employed,Mass-Affluent
CLI_01302,40,63,Salaried,Mass-Affluent
CLI_01303,18,76,Salaried,Mass-Affluent
CLI_01304,63,44,Salaried,Mass-Affluent
CLI_01305,54,38,Salaried,Mass-Affluent
CLI_01306,38,83,Gig-worker,Mass
CLI_01307,43,60,Self-employed,Mass
CLI_01308,63,71,Salaried,Mass
CLI_01309,53,99,Salaried,Mass
CLI_01310,71,48,Salaried,Mass
CLI_01311,40,18,Gig-worker,Mass
CLI_01312,74,16,Salaried,Premium
CLI_01313,18,55,Gig-worker,Mass
CLI_01314,71,39,Self-employed,Mass
CLI_01315,72,68,Salaried,Mass
CLI_01316,68,59,Salaried,Mass-Affluent
CLI_01317,57,89,Salaried,Mass
CLI_01318,32,96,Gig-worker,Mass
CLI_01319,38,62,Unemployed,Mass
CLI_01320,64,104,Salaried,Mass-Affluent
CLI_01321,26,13,Unemployed,Private
CLI_01322,70,109,Salaried,Private
CLI_01323,26,81,Self-employed,Mass
CLI_01324,27,113,Gig-worker,Mass-Affluent
CLI_01325,69,101,Self-employed,Mass
CLI_01326,74,6,Gig-worker,Mass
CLI_01327,70,83,Gig-worker,Mass
CLI_01328,43,77,Self-employed,Mass
CLI_01329,58,60,Self-employed,Mass-Affluent
CLI_01330,52,90,Gig-worker,Mass
CLI_01331,69,14,Salaried,Mass
CLI_01332,42,95,Salaried,Mass
CLI_01333,43,54,Self-employed,Mass
CLI_01334,28,4,Gig-worker,Mass-Affluent
CLI_01335,55,39,Gig-worker,Mass-Affluent
CLI_01336,19,72,Self-employed,Mass-Affluent
CLI_01337,24,25,Unemployed,Mass
CLI_01338,35,77,Gig-worker,Mass
CLI_01339,44,32,Self-employed,Mass
CLI_01340,51,59,Self-employed,Private
CLI_01341,44,102,Salaried,Private
CLI_01342,34,63,Salaried,Mass-Affluent
CLI_01343,60,38,Self-employed,Mass
CLI_01344,61,92,Salaried,Mass
CLI_01345,68,53,Unemployed,Mass
CLI_01346,71,94,Salaried,Premium
CLI_01347,41,67,Salaried,Mass-Affluent
CLI_01348,42,28,Unemployed,Premium
CLI_01349,24,3,Gig-worker,Mass-Affluent
CLI_01350,69,109,Salaried,Mass
CLI_01351,23,118,Self-employed,Mass
CLI_01352,70,98,Self-employed,Mass
CLI_01353,41,80,Gig-worker,Mass
CLI_01354,50,22,Salaried,Mass
CLI_01355,66,96,Self-employed,Mass-Affluent
CLI_01356,46,38,Unemployed,Mass-Affluent
CLI_01357,60,72,Salaried,Mass
CLI_01358,39,119,Unemployed,Mass
CLI_01359,43,72,Unemployed,Mass
CLI_01360,45,62,Gig-worker,Mass-Affluent
CLI_01361,67,57,Self-employed,Mass
CLI_01362,38,6,Salaried,Mass
CLI_01363,66,78,Salaried,Premium
CLI_01364,24,32,Self-employed,Mass
CLI_01365,34,99,Unemployed,Mass
CLI_01366,37,10,Self-employed,Mass-Affluent
CLI_01367,58,3,Gig-worker,Mass-Affluent
CLI_01368,66,59,Salaried,Mass-Affluent
CLI_01369,37,76,Salaried,Mass
CLI_01370,71,49,Gig-worker,Mass
CLI_01371,39,59,Salaried,Mass-Affluent
CLI_01372,45,31,Gig-worker,Mass
CLI_01373,57,93,Salaried,Mass-Affluent
CLI_01374,66,69,Self-employed,Premium
CLI_01375,24,62,Salaried,Premium
CLI_01376,18,52,Gig-worker,Mass
CLI_01377,49,89,Gig-worker,Mass
CLI_01378,30,41,Salaried,Mass
CLI_01379,47,31,Salaried,Mass-Affluent
CLI_01380,40,85,Salaried,Mass
CLI_01381,68,84,Unemployed,Mass
CLI_01382,73,103,Salaried,Mass
CLI_01383,36,22,Self-employed,Mass
CLI_01384,49,4,Business Owner,Mass
CLI_01385,47,13,Self-employed,Mass
CLI_01386,46,45,Salaried,Mass-Affluent
CLI_01387,66,42,Unemployed,Mass
CLI_01388,62,114,Salaried,Mass
CLI_01389,46,49,Gig-worker,Mass-Affluent
CLI_01390,47,20,Unemployed,Mass-Affluent
CLI_01391,33,116,Gig-worker,Mass
CLI_01392,57,77,Gig-worker,Mass
CLI_01393,36,81,Salaried,Mass-Affluent
CLI_01394,35,54,Salaried,Mass
CLI_01395,18,36,Gig-worker,Mass
CLI_01396,31,97,Salaried,Mass
CLI_01397,68,1,Business Owner,Mass
CLI_01398,64,15,Unemployed,Mass
CLI_01399,67,77,Unemployed,Premium
CLI_01400,19,17,Gig-worker,Mass-Affluent
CLI_01401,71,24,Self-employed,Mass
CLI_01402,45,58,Unemployed,Mass
CLI_01403,66,72,Unemployed,Mass-Affluent
CLI_01404,67,114,Gig-worker,Mass
CLI_01405,47,91,Salaried,Mass
CLI_01406,55,109,Salaried,Mass-Affluent
CLI_01407,68,23,Gig-worker,Premium
CLI_01408,21,46,Gig-worker,Mass
CLI_01409,18,72,Self-employed,Mass-Affluent
CLI_01410,25,8,Salaried,Mass
CLI_01411,46,59,Salaried,Mass
CLI_01412,72,90,Salaried,Mass
CLI_01413,56,111,Salaried,Mass-Affluent
CLI_01414,20,59,Salaried,Mass-Affluent
CLI_01415,49,13,Self-employed,Mass-Affluent
CLI_01416,27,39,Gig-worker,Mass
CLI_01417,27,101,Self-employed,Mass
CLI_01418,36,113,Salaried,Mass
CLI_01419,63,28,Salaried,Mass
CLI_01420,51,89,Gig-worker,Mass
CLI_01421,50,61,Unemployed,Private
CLI_01422,40,16,Salaried,Mass-Affluent
CLI_01423,72,119,Self-employed,Mass
CLI_01424,45,2,Salaried,Mass
CLI_01425,49,118,Unemployed,Mass
CLI_01426,67,82,Self-employed,Mass-Affluent
CLI_01427,24,17,Salaried,Mass-Affluent
CLI_01428,46,30,Self-employed,Mass-Affluent
CLI_01429,25,103,Salaried,Mass
CLI_01430,18,13,Unemployed,Mass
CLI_01431,74,96,Gig-worker,Private
CLI_01432,72,114,Gig-worker,Private
CLI_01433,20,93,Self-employed,Mass
CLI_01434,41,110,Self-employed,Mass
CLI_01435,40,94,Salaried,Mass
CLI_01436,25,82,Self-employed,Premium
CLI_01437,71,13,Salaried,Mass-Affluent
CLI_01438,74,43,Salaried,Mass-Affluent
CLI_01439,64,85,Self-employed,Mass
CLI_01440,54,94,Salaried,Mass
CLI_01441,20,21,Salaried,Mass
CLI_01442,68,112,Self-employed,Premium
CLI_01443,50,55,Salaried,Mass
CLI_01444,45,81,Self-employed,Mass-Affluent
CLI_01445,64,40,Salaried,Mass
CLI_01446,25,83,Salaried,Premium
CLI_01447,51,116,Salaried,Mass-Affluent
CLI_01448,52,15,Gig-worker,Mass
CLI_01449,49,73,Self-employed,Premium
CLI_01450,41,52,Salaried,Mass
CLI_01451,31,74,Salaried,Mass
CLI_01452,49,108,Unemployed,Mass
CLI_01453,73,95,Salaried,Premium
CLI_01454,63,53,Unemployed,Premium
CLI_01455,60,87,Salaried,Mass
CLI_01456,33,52,Self-employed,Mass-Affluent
CLI_01457,21,30,Salaried,Mass-Affluent
CLI_01458,69,33,Unemployed,Mass-Affluent
CLI_01459,54,57,Self-employed,Mass
CLI_01460,71,52,Gig-worker,Mass
CLI_01461,38,9,Salaried,Mass-Affluent
CLI_01462,31,54,Self-employed,Mass
CLI_01463,48,111,Gig-worker,Mass
CLI_01464,72,1,Salaried,Mass-Affluent
CLI_01465,65,44,Salaried,Mass
CLI_01466,35,99,Self-employed,Private
CLI_01467,24,75,Salaried,Mass
CLI_01468,27,98,Gig-worker,Private
CLI_01469,24,80,Gig-worker,Mass
CLI_01470,50,9,Unemployed,Mass
CLI_01471,40,32,Unemployed,Mass
CLI_01472,38,15,Business Owner,Mass-Affluent
CLI_01473,36,12,Salaried,Mass-Affluent
CLI_01474,65,97,Unemployed,Mass
CLI_01475,36,109,Salaried,Mass
CLI_01476,53,78,Gig-worker,Mass-Affluent
CLI_01477,46,57,Gig-worker,Mass
CLI_01478,35,8,Salaried,Mass-Affluent
CLI_01479,19,72,Unemployed,Mass
CLI_01480,18,27,Salaried,Mass-Affluent
CLI_01481,64,62,Self-employed,Mass-Affluent
CLI_01482,22,12,Self-employed,Private
CLI_01483,37,65,Self-employed,Mass-Affluent
CLI_01484,28,107,Salaried,Mass
CLI_01485,59,104,Gig-worker,Mass
CLI_01486,19,42,Self-employed,Mass-Affluent
CLI_01487,20,62,Salaried,Mass
CLI_01488,40,115,Gig-worker,Premium
CLI_01489,72,11,Salaried,Mass-Affluent
CLI_01490,29,103,Gig-worker,Mass
CLI_01491,37,43,Unemployed,Mass
CLI_01492,22,95,Gig-worker,Mass
CLI_01493,54,17,Gig-worker,Mass
CLI_01494,55,97,Gig-worker,Mass
CLI_01495,47,32,Gig-worker,Mass
CLI_01496,26,93,Salaried,Mass
CLI_01497,51,85,Salaried,Mass
CLI_01498,70,85,Gig-worker,Mass
CLI_01499,61,40,Gig-worker,Mass
CLI_01500,52,23,Gig-worker,Mass
CLI_01501,69,56,Salaried,Mass-Affluent
CLI_01502,39,6,Salaried,Mass
CLI_01503,61,86,Salaried,Mass
CLI_01504,41,50,Unemployed,Mass-Affluent
CLI_01505,34,102,Gig-worker,Private
CLI_01506,27,37,Salaried,Mass
CLI_01507,47,109,Salaried,Mass
CLI_01508,73,64,Business Owner,Mass
CLI_01509,63,115,Salaried,Mass
CLI_01510,40,54,Self-employed,Premium
CLI_01511,49,72,Salaried,Mass-Affluent
CLI_01512,34,105,Unemployed,Mass-Affluent
CLI_01513,67,49,Unemployed,Mass
CLI_01514,68,99,Gig-worker,Mass-Affluent
CLI_01515,34,115,Salaried,Mass
CLI_01516,31,11,Salaried,Mass
CLI_01517,26,88,Gig-worker,Mass
CLI_01518,57,49,Gig-worker,Mass
CLI_01519,19,21,Salaried,Mass
CLI_01520,62,115,Salaried,Mass-Affluent
CLI_01521,42,66,Gig-worker,Mass
CLI_01522,56,63,Gig-worker,Mass
CLI_01523,26,104,Salaried,Mass
CLI_01524,71,83,Salaried,Mass
CLI_01525,39,103,Business Owner,Mass-Affluent
CLI_01526,60,28,Gig-worker,Mass-Affluent
CLI_01527,63,17,Self-employed,Mass-Affluent
CLI_01528,21,6,Gig-worker,Mass
CLI_01529,43,19,Salaried,Mass-Affluent
CLI_01530,46,56,Salaried,Premium
CLI_01531,62,102,Salaried,Mass
CLI_01532,51,28,Self-employed,Mass
CLI_01533,40,66,Self-employed,Premium
CLI_01534,54,38,Salaried,Mass
CLI_01535,28,119,Business Owner,Mass
CLI_01536,23,37,Salaried,Mass
CLI_01537,35,115,Business Owner,Mass
CLI_01538,38,116,Business Owner,Mass
CLI_01539,59,68,Salaried,Mass
CLI_01540,53,86,Salaried,Mass-Affluent
CLI_01541,58,90,Gig-worker,Mass
CLI_01542,55,49,Self-employed,Mass-Affluent
CLI_01543,51,43,Gig-worker,Mass
CLI_01544,34,36,Business Owner,Private
CLI_01545,54,58,Self-employed,Private
CLI_01546,42,13,Salaried,Mass-Affluent
CLI_01547,55,52,Salaried,Premium
CLI_01548,29,58,Self-employed,Mass-Affluent
CLI_01549,40,32,Salaried,Premium
CLI_01550,70,81,Self-employed,Mass
CLI_01551,59,105,Salaried,Mass
CLI_01552,39,100,Salaried,Mass-Affluent
CLI_01553,38,119,Salaried,Mass
CLI_01554,44,60,Self-employed,Mass-Affluent
CLI_01555,74,110,Salaried,Premium
CLI_01556,48,83,Self-employed,Mass
CLI_01557,23,58,Gig-worker,Mass-Affluent
CLI_01558,44,99,Self-employed,Mass
CLI_01559,57,110,Gig-worker,Mass
CLI_01560,51,104,Salaried,Mass
CLI_01561,29,56,Self-employed,Mass
CLI_01562,62,28,Salaried,Mass
CLI_01563,74,1,Gig-worker,Mass
CLI_01564,70,42,Salaried,Mass
CLI_01565,24,82,Self-employed,Mass-Affluent
CLI_01566,27,48,Unemployed,Mass-Affluent
CLI_01567,62,40,Gig-worker,Mass
CLI_01568,34,97,Gig-worker,Mass
CLI_01569,43,63,Self-employed,Premium
CLI_01570,38,76,Salaried,Mass-Affluent
CLI_01571,45,72,Unemployed,Mass
CLI_01572,63,88,Salaried,Mass
CLI_01573,19,80,Business Owner,Mass-Affluent
CLI_01574,71,114,Self-employed,Mass-Affluent
CLI_01575,60,4,Self-employed,Mass
CLI_01576,18,38,Self-employed,Mass
CLI_01577,68,108,Gig-worker,Mass
CLI_01578,70,27,Gig-worker,Mass-Affluent
CLI_01579,53,9,Salaried,Mass
CLI_01580,68,111,Gig-worker,Mass
CLI_01581,43,16,Gig-worker,Mass
CLI_01582,46,56,Unemployed,Private
CLI_01583,38,76,Gig-worker,Mass-Affluent
CLI_01584,28,31,Salaried,Mass-Affluent
CLI_01585,57,88,Salaried,Mass-Affluent
CLI_01586,28,119,Self-employed,Mass
CLI_01587,53,14,Salaried,Premium
CLI_01588,66,109,Salaried,Mass
CLI_01589,56,25,Self-employed,Mass-Affluent
CLI_01590,57,34,Gig-worker,Mass
CLI_01591,52,67,Gig-worker,Mass
CLI_01592,71,24,Salaried,Mass
CLI_01593,51,118,Self-employed,Mass-Affluent
CLI_01594,72,106,Salaried,Mass-Affluent
CLI_01595,64,73,Self-employed,Mass
CLI_01596,41,26,Salaried,Mass
CLI_01597,71,20,Unemployed,Premium
CLI_01598,39,64,Gig-worker,Mass
CLI_01599,22,104,Gig-worker,Mass-Affluent
CLI_01600,73,10,Gig-worker,Mass-Affluent
CLI_01601,50,83,Gig-worker,Mass
CLI_01602,53,67,Salaried,Mass
CLI_01603,64,24,Self-employed,Mass
CLI_01604,37,5,Salaried,Mass
CLI_01605,36,67,Unemployed,Mass
CLI_01606,52,58,Self-employed,Mass
CLI_01607,69,27,Salaried,Mass
CLI_01608,60,80,Self-employed,Mass-Affluent
CLI_01609,34,113,Salaried,Mass-Affluent
CLI_01610,62,15,Salaried,Mass
CLI_01611,60,35,Business Owner,Mass
CLI_01612,51,76,Self-employed,Mass
CLI_01613,26,105,Gig-worker,Mass
CLI_01614,43,53,Salaried,Mass-Affluent
CLI_01615,19,44,Salaried,Mass
CLI_01616,70,26,Business Owner,Mass-Affluent
CLI_01617,26,47,Salaried,Mass
CLI_01618,26,34,Salaried,Mass-Affluent
CLI_01619,57,87,Gig-worker,Mass
CLI_01620,34,95,Gig-worker,Mass-Affluent
CLI_01621,18,50,Gig-worker,Premium
CLI_01622,42,84,Salaried,Mass-Affluent
CLI_01623,60,12,Salaried,Mass-Affluent
CLI_01624,57,87,Salaried,Mass
CLI_01625,59,4,Unemployed,Premium
CLI_01626,42,87,Salaried,Mass
CLI_01627,56,48,Self-employed,Mass
CLI_01628,52,55,Self-employed,Mass
CLI_01629,20,112,Self-employed,Private
CLI_01630,67,1,Unemployed,Premium
CLI_01631,54,118,Salaried,Premium
CLI_01632,61,89,Salaried,Mass-Affluent
CLI_01633,61,66,Gig-worker,Mass
CLI_01634,68,30,Salaried,Premium
CLI_01635,47,3,Self-employed,Private
CLI_01636,55,21,Gig-worker,Mass
CLI_01637,51,89,Unemployed,Mass
CLI_01638,29,84,Salaried,Mass-Affluent
CLI_01639,36,49,Unemployed,Private
CLI_01640,54,116,Salaried,Premium
CLI_01641,61,86,Gig-worker,Premium
CLI_01642,66,85,Gig-worker,Premium
CLI_01643,34,62,Self-employed,Premium
CLI_01644,27,97,Gig-worker,Mass-Affluent
CLI_01645,74,116,Unemployed,Mass-Affluent
CLI_01646,72,38,Unemployed,Mass
CLI_01647,66,15,Unemployed,Mass-Affluent
CLI_01648,64,110,Salaried,Mass
CLI_01649,29,52,Unemployed,Premium
CLI_01650,33,79,Self-employed,Mass
CLI_01651,41,46,Salaried,Mass
CLI_01652,36,25,Salaried,Mass
CLI_01653,25,21,Salaried,Mass-Affluent
CLI_01654,48,88,Salaried,Mass
CLI_01655,38,5,Gig-worker,Mass
CLI_01656,34,70,Business Owner,Mass
CLI_01657,40,113,Gig-worker,Mass
CLI_01658,54,107,Gig-worker,Mass
CLI_01659,71,112,Business Owner,Mass
CLI_01660,33,108,Salaried,Mass
CLI_01661,23,47,Unemployed,Mass
CLI_01662,25,87,Gig-worker,Mass
CLI_01663,42,68,Gig-worker,Mass
CLI_01664,35,91,Salaried,Premium
CLI_01665,42,18,Gig-worker,Mass
CLI_01666,29,21,Salaried,Mass
CLI_01667,32,92,Self-employed,Mass
CLI_01668,43,99,Salaried,Mass
CLI_01669,58,86,Unemployed,Mass
CLI_01670,62,104,Salaried,Mass
CLI_01671,43,23,Salaried,Mass-Affluent
CLI_01672,64,64,Self-employed,Mass-Affluent
CLI_01673,49,67,Salaried,Mass
CLI_01674,27,40,Self-employed,Mass-Affluent
CLI_01675,33,114,Business Owner,Mass
CLI_01676,24,10,Self-employed,Premium
CLI_01677,34,89,Salaried,Mass
CLI_01678,40,52,Gig-worker,Mass-Affluent
CLI_01679,43,113,Self-employed,Mass
CLI_01680,38,72,Self-employed,Premium
CLI_01681,39,119,Salaried,Mass
CLI_01682,24,75,Gig-worker,Mass
CLI_01683,31,61,Gig-worker,Mass-Affluent
CLI_01684,32,64,Salaried,Mass
CLI_01685,70,5,Salaried,Mass-Affluent
CLI_01686,24,109,Gig-worker,Mass-Affluent
CLI_01687,26,53,Self-employed,Mass
CLI_01688,68,55,Unemployed,Mass
CLI_01689,65,37,Gig-worker,Mass
CLI_01690,25,56,Salaried,Mass-Affluent
CLI_01691,67,59,Salaried,Mass
CLI_01692,40,109,Business Owner,Mass
CLI_01693,46,102,Business Owner,Private
CLI_01694,35,93,Unemployed,Mass
CLI_01695,48,69,Self-employed,Private
CLI_01696,47,73,Salaried,Mass-Affluent
CLI_01697,69,59,Self-employed,Mass
CLI_01698,56,112,Gig-worker,Mass
CLI_01699,52,2,Salaried,Mass-Affluent
CLI_01700,35,65,Self-employed,Mass
CLI_01701,59,104,Salaried,Mass
CLI_01702,56,60,Salaried,Mass
CLI_01703,34,51,Gig-worker,Mass-Affluent
CLI_01704,31,30,Gig-worker,Mass-Affluent
CLI_01705,48,11,Unemployed,Mass
CLI_01706,41,92,Salaried,Mass
CLI_01707,52,108,Salaried,Mass-Affluent
CLI_01708,61,76,Salaried,Private
CLI_01709,62,39,Salaried,Mass
CLI_01710,51,90,Salaried,Mass
CLI_01711,20,77,Self-employed,Premium
CLI_01712,54,72,Gig-worker,Mass-Affluent
CLI_01713,60,63,Self-employed,Mass-Affluent
CLI_01714,57,64,Business Owner,Premium
CLI_01715,43,61,Self-employed,Mass-Affluent
CLI_01716,72,54,Salaried,Mass
CLI_01717,40,92,Salaried,Mass-Affluent
CLI_01718,61,94,Unemployed,Mass-Affluent
CLI_01719,56,73,Gig-worker,Private
CLI_01720,32,103,Self-employed,Mass
CLI_01721,73,95,Unemployed,Mass
CLI_01722,66,58,Unemployed,Mass-Affluent
CLI_01723,21,85,Unemployed,Mass
CLI_01724,46,56,Gig-worker,Mass
CLI_01725,39,111,Salaried,Premium
CLI_01726,42,34,Business Owner,Mass
CLI_01727,30,119,Gig-worker,Mass-Affluent
CLI_01728,35,31,Salaried,Premium
CLI_01729,50,52,Gig-worker,Mass
CLI_01730,33,89,Gig-worker,Private
CLI_01731,62,76,Unemployed,Mass-Affluent
CLI_01732,59,1,Self-employed,Mass
CLI_01733,61,55,Salaried,Mass
CLI_01734,19,22,Business Owner,Private
CLI_01735,72,40,Self-employed,Mass
CLI_01736,52,101,Gig-worker,Mass
CLI_01737,59,111,Salaried,Mass
CLI_01738,51,1,Salaried,Mass
CLI_01739,47,65,Self-employed,Mass
CLI_01740,72,63,Salaried,Private
CLI_01741,30,106,Salaried,Premium
CLI_01742,30,54,Self-employed,Mass
CLI_01743,35,42,Gig-worker,Mass
CLI_01744,49,21,Gig-worker,Mass-Affluent
CLI_01745,49,79,Salaried,Mass
CLI_01746,52,81,Gig-worker,Mass-Affluent
CLI_01747,56,22,Self-employed,Premium
CLI_01748,63,38,Salaried,Premium
CLI_01749,69,99,Salaried,Mass
CLI_01750,46,109,Self-employed,Mass
CLI_01751,66,80,Business Owner,Mass
CLI_01752,46,8,Gig-worker,Mass
CLI_01753,70,62,Salaried,Mass
CLI_01754,61,47,Salaried,Premium
CLI_01755,74,17,Unemployed,Premium
CLI_01756,33,17,Salaried,Private
CLI_01757,73,118,Gig-worker,Premium
CLI_01758,61,90,Gig-worker,Mass
CLI_01759,64,13,Salaried,Mass-Affluent
CLI_01760,74,17,Self-employed,Mass
CLI_01761,27,38,Self-employed,Mass
CLI_01762,47,81,Self-employed,Mass
CLI_01763,42,112,Salaried,Mass-Affluent
CLI_01764,56,78,Salaried,Mass-Affluent
CLI_01765,37,45,Gig-worker,Mass
CLI_01766,22,6,Gig-worker,Mass
CLI_01767,18,35,Salaried,Mass
CLI_01768,47,110,Salaried,Mass
CLI_01769,66,14,Salaried,Mass
CLI_01770,20,111,Business Owner,Mass-Affluent
CLI_01771,62,72,Self-employed,Mass-Affluent
CLI_01772,31,61,Unemployed,Mass
CLI_01773,73,15,Salaried,Mass-Affluent
CLI_01774,47,54,Business Owner,Mass
CLI_01775,67,27,Salaried,Private
CLI_01776,21,13,Gig-worker,Mass
CLI_01777,35,113,Self-employed,Mass-Affluent
CLI_01778,54,31,Salaried,Premium
CLI_01779,42,117,Gig-worker,Premium
CLI_01780,65,35,Salaried,Mass
CLI_01781,18,60,Salaried,Mass-Affluent
CLI_01782,70,6,Gig-worker,Mass
CLI_01783,63,69,Self-employed,Mass
CLI_01784,32,86,Self-employed,Mass
CLI_01785,26,58,Gig-worker,Premium
CLI_01786,32,49,Gig-worker,Premium
CLI_01787,66,23,Salaried,Mass
CLI_01788,74,89,Salaried,Mass
CLI_01789,41,34,Business Owner,Private
CLI_01790,21,26,Salaried,Mass
CLI_01791,29,47,Self-employed,Mass
CLI_01792,54,5,Salaried,Mass
CLI_01793,54,90,Self-employed,Mass-Affluent
CLI_01794,60,20,Self-employed,Mass
CLI_01795,23,6,Salaried,Mass-Affluent
CLI_01796,56,70,Salaried,Mass
CLI_01797,73,59,Self-employed,Mass
CLI_01798,63,64,Salaried,Mass
CLI_01799,41,114,Salaried,Mass
CLI_01800,28,18,Self-employed,Mass
CLI_01801,30,4,Salaried,Mass
CLI_01802,51,17,Unemployed,Mass-Affluent
CLI_01803,42,14,Gig-worker,Mass
CLI_01804,24,78,Salaried,Mass-Affluent
CLI_01805,69,13,Self-employed,Private
CLI_01806,21,7,Gig-worker,Mass-Affluent
CLI_01807,25,44,Salaried,Private
CLI_01808,37,119,Gig-worker,Mass
CLI_01809,46,15,Salaried,Mass
CLI_01810,71,19,Salaried,Premium
CLI_01811,70,63,Salaried,Premium
CLI_01812,68,107,Salaried,Premium
CLI_01813,62,111,Salaried,Mass-Affluent
CLI_01814,63,108,Self-employed,Mass-Affluent
CLI_01815,27,35,Self-employed,Mass
CLI_01816,60,81,Gig-worker,Mass-Affluent
CLI_01817,51,35,Self-employed,Mass
CLI_01818,74,19,Self-employed,Mass
CLI_01819,43,20,Gig-worker,Mass
CLI_01820,58,100,Gig-worker,Mass
CLI_01821,66,35,Salaried,Mass
CLI_01822,20,32,Unemployed,Mass-Affluent
CLI_01823,73,48,Salaried,Premium
CLI_01824,23,44,Salaried,Mass-Affluent
CLI_01825,22,104,Self-employed,Mass
CLI_01826,22,24,Salaried,Private
CLI_01827,71,61,Salaried,Mass
CLI_01828,64,17,Gig-worker,Mass-Affluent
CLI_01829,40,71,Gig-worker,Mass
CLI_01830,66,107,Self-employed,Mass
CLI_01831,26,50,Self-employed,Mass
CLI_01832,52,65,Salaried,Mass-Affluent
CLI_01833,37,99,Salaried,Mass
CLI_01834,66,32,Self-employed,Mass
CLI_01835,59,36,Salaried,Mass
CLI_01836,52,13,Gig-worker,Mass
CLI_01837,67,70,Salaried,Mass-Affluent
CLI_01838,35,58,Gig-worker,Mass
CLI_01839,34,14,Gig-worker,Mass
CLI_01840,41,37,Gig-worker,Mass
CLI_01841,20,112,Gig-worker,Mass
CLI_01842,49,79,Gig-worker,Mass
CLI_01843,52,111,Salaried,Mass-Affluent
CLI_01844,55,68,Salaried,Mass
CLI_01845,30,40,Salaried,Mass
CLI_01846,73,59,Gig-worker,Mass
CLI_01847,64,80,Salaried,Mass
CLI_01848,42,92,Gig-worker,Mass
CLI_01849,26,16,Salaried,Mass
CLI_01850,21,62,Self-employed,Mass
CLI_01851,31,4,Unemployed,Mass
CLI_01852,54,45,Salaried,Premium
CLI_01853,51,90,Salaried,Mass-Affluent
CLI_01854,28,28,Salaried,Mass-Affluent
CLI_01855,58,96,Gig-worker,Mass
CLI_01856,73,109,Gig-worker,Mass-Affluent
CLI_01857,20,66,Salaried,Premium
CLI_01858,45,31,Self-employed,Mass-Affluent
CLI_01859,46,3,Salaried,Mass
CLI_01860,26,118,Gig-worker,Mass
CLI_01861,20,8,Gig-worker,Mass
CLI_01862,42,24,Self-employed,Mass
CLI_01863,51,15,Salaried,Mass
CLI_01864,29,43,Unemployed,Premium
CLI_01865,59,31,Self-employed,Mass-Affluent
CLI_01866,26,73,Salaried,Mass
CLI_01867,32,103,Salaried,Mass
CLI_01868,57,45,Gig-worker,Mass
CLI_01869,42,66,Self-employed,Mass
CLI_01870,22,8,Self-employed,Mass
CLI_01871,28,71,Gig-worker,Mass
CLI_01872,51,108,Unemployed,Mass
CLI_01873,41,115,Salaried,Private
CLI_01874,32,103,Salaried,Mass
CLI_01875,55,106,Unemployed,Mass
CLI_01876,25,57,Self-employed,Mass
CLI_01877,22,80,Gig-worker,Mass
CLI_01878,65,99,Self-employed,Mass
CLI_01879,43,30,Business Owner,Mass-Affluent
CLI_01880,35,74,Self-employed,Mass
CLI_01881,23,102,Self-employed,Mass
CLI_01882,54,18,Self-employed,Mass-Affluent
CLI_01883,65,114,Salaried,Mass
CLI_01884,30,69,Self-employed,Mass
CLI_01885,45,117,Salaried,Mass
CLI_01886,22,93,Unemployed,Mass-Affluent
CLI_01887,30,39,Gig-worker,Mass
CLI_01888,34,60,Self-employed,Mass
CLI_01889,67,98,Gig-worker,Mass-Affluent
CLI_01890,57,43,Salaried,Mass
CLI_01891,62,45,Salaried,Mass
CLI_01892,49,23,Business Owner,Mass
CLI_01893,46,69,Business Owner,Mass-Affluent
CLI_01894,68,94,Salaried,Premium
CLI_01895,20,6,Business Owner,Private
CLI_01896,73,56,Self-employed,Premium
CLI_01897,57,110,Gig-worker,Mass-Affluent
CLI_01898,51,108,Salaried,Mass-Affluent
CLI_01899,57,4,Unemployed,Mass-Affluent
