application_id,client_id,branch_id,age,segment,employment_type,account_age_months,requested_amount,status,rejection_reason,recommended_action
APP_003269,CLI_01016,BR_009,53,Mass,Self-employed,85,49079.78,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003270,CLI_02334,BR_043,27,Mass,Gig-worker,103,33347.85,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003273,CLI_03675,BR_001,46,Mass,Gig-worker,80,2000.26,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003275,CLI_02707,BR_041,63,Private,Gig-worker,52,29637.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003276,CLI_02100,BR_026,65,Premium,Self-employed,87,8414.51,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003277,CLI_02566,BR_018,33,Mass,Gig-worker,92,44307.95,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003279,CLI_00109,BR_023,25,Mass,Gig-worker,59,26583.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003282,CLI_03082,BR_026,53,Mass,Unemployed,55,17044.27,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003284,CLI_02949,BR_044,33,Mass,Salaried,16,22770.78,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003289,CLI_00988,BR_035,55,Mass,Salaried,75,27984.43,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003291,CLI_00504,BR_049,50,Mass,Business Owner,58,44162.96,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003293,CLI_01342,BR_044,34,Mass-Affluent,Salaried,63,5002.57,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003297,CLI_02845,BR_021,29,Private,Gig-worker,18,33971.72,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003299,CLI_03727,BR_038,37,Mass,Gig-worker,56,32682.34,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003302,CLI_03810,BR_008,72,Mass,Gig-worker,82,22101.46,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003303,CLI_03748,BR_022,55,Mass,Gig-worker,87,5697.03,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003305,CLI_02425,BR_004,18,Mass-Affluent,Salaried,29,5329.61,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003309,CLI_01318,BR_038,32,Mass,Gig-worker,96,16475.15,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003314,CLI_01803,BR_046,42,Mass,Gig-worker,14,7072.69,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003315,CLI_02624,BR_048,71,Private,Salaried,61,47463.86,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003317,CLI_01474,BR_011,65,Mass,Unemployed,97,47229.57,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003318,CLI_00950,BR_019,64,Mass,Unemployed,56,41831.45,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003321,CLI_04312,BR_040,64,Mass,Gig-worker,101,7821.72,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003329,CLI_00301,BR_010,46,Mass,Unemployed,6,13072.87,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003332,CLI_04502,BR_045,39,Mass-Affluent,Unemployed,58,26365.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003333,CLI_03427,BR_007,59,Mass,Self-employed,89,21858.58,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003334,CLI_00161,BR_044,55,Mass,Self-employed,76,19043.93,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003335,CLI_00026,BR_023,29,Mass,Salaried,40,39462.51,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003338,CLI_00999,BR_042,34,Mass,Self-employed,38,21477.98,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003339,CLI_03142,BR_009,34,Premium,Unemployed,9,16371.34,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003341,CLI_04102,BR_003,49,Mass,Gig-worker,33,46858.06,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003344,CLI_02111,BR_038,34,Mass-Affluent,Unemployed,111,37678.21,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003346,CLI_02046,BR_019,33,Mass,Salaried,85,20025.73,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003347,CLI_00761,BR_025,22,Mass-Affluent,Self-employed,66,8778.36,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003348,CLI_00205,BR_039,33,Private,Salaried,6,26649.45,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003349,CLI_04993,BR_004,43,Mass-Affluent,Salaried,39,37483.08,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003350,CLI_03103,BR_022,45,Mass,Self-employed,116,14377.54,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003351,CLI_02036,BR_005,28,Mass,Salaried,46,46997.91,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003352,CLI_01553,BR_001,38,Mass,Salaried,119,10542.11,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003353,CLI_04973,BR_050,73,Premium,Business Owner,47,4246.85,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003356,CLI_03749,BR_009,32,Mass-Affluent,Unemployed,60,47703.51,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003358,CLI_03897,BR_010,37,Mass,Gig-worker,67,10782.85,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003359,CLI_00839,BR_020,71,Mass,Business Owner,71,48905.4,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003360,CLI_04696,BR_017,50,Mass,Salaried,72,46052.36,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003361,CLI_03684,BR_013,28,Mass,Gig-worker,79,8995.2,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003363,CLI_00938,BR_036,51,Mass,Self-employed,70,28220.35,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003364,CLI_02932,BR_023,28,Mass-Affluent,Gig-worker,33,22684.2,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003365,CLI_00425,BR_027,29,Mass-Affluent,Salaried,26,49229.79,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003372,CLI_02695,BR_030,24,Mass,Salaried,9,20274.62,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003373,CLI_03596,BR_009,41,Mass-Affluent,Salaried,91,47587.64,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003376,CLI_00422,BR_036,70,Mass,Salaried,93,11877.87,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003381,CLI_00685,BR_039,42,Mass,Gig-worker,118,33440.95,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003383,CLI_04389,BR_042,40,Mass,Self-employed,71,2137.4,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003386,CLI_03986,BR_038,63,Premium,Self-employed,93,4866.69,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003387,CLI_03841,BR_031,58,Mass,Salaried,17,36761.59,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003389,CLI_02844,BR_040,59,Mass,Salaried,25,40017.57,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003391,CLI_04112,BR_001,65,Mass,Gig-worker,42,36760.44,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003394,CLI_04225,BR_023,61,Mass,Salaried,5,30442.87,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003396,CLI_04980,BR_047,73,Mass,Salaried,98,40955.19,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003397,CLI_00426,BR_012,70,Mass,Business Owner,19,26623.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003398,CLI_02402,BR_010,67,Mass,Self-employed,111,12122.51,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003399,CLI_00750,BR_016,37,Mass-Affluent,Salaried,15,31633.24,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003400,CLI_04840,BR_047,21,Mass,Salaried,22,47306.75,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003401,CLI_04575,BR_043,71,Mass-Affluent,Salaried,55,5022.64,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003403,CLI_01560,BR_039,51,Mass,Salaried,104,42348.12,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003404,CLI_04195,BR_008,64,Mass,Unemployed,3,6370.09,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003406,CLI_03952,BR_041,63,Mass,Gig-worker,22,18048.6,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003407,CLI_04267,BR_026,71,Mass-Affluent,Self-employed,61,23868.59,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003408,CLI_00148,BR_007,19,Mass,Self-employed,41,28902.78,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003409,CLI_02171,BR_015,59,Mass,Gig-worker,16,25857.71,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003410,CLI_00112,BR_015,54,Mass-Affluent,Salaried,81,45746.04,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003415,CLI_03729,BR_025,51,Mass,Gig-worker,41,47821.0,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003417,CLI_03724,BR_014,44,Mass-Affluent,Gig-worker,51,39028.7,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003418,CLI_02278,BR_024,68,Private,Salaried,27,2532.82,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003422,CLI_01014,BR_006,35,Mass,Unemployed,80,12807.28,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003427,CLI_01309,BR_017,53,Mass,Salaried,99,19049.27,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003429,CLI_01242,BR_003,46,Mass,Business Owner,11,23602.99,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003433,CLI_00060,BR_042,49,Mass,Gig-worker,38,44264.41,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003436,CLI_00336,BR_036,19,Mass-Affluent,Gig-worker,20,38264.77,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003438,CLI_01593,BR_002,51,Mass-Affluent,Self-employed,118,3021.5,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003441,CLI_04167,BR_030,21,Private,Self-employed,89,9418.71,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003442,CLI_01122,BR_025,18,Mass-Affluent,Salaried,36,49098.53,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003443,CLI_02224,BR_007,70,Mass-Affluent,Self-employed,60,15301.38,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003445,CLI_04980,BR_041,73,Mass,Salaried,98,9732.72,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003446,CLI_01099,BR_050,43,Mass,Self-employed,33,41129.88,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003449,CLI_01047,BR_001,47,Mass-Affluent,Gig-worker,50,36946.66,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003451,CLI_04188,BR_044,23,Premium,Self-employed,5,8987.83,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003456,CLI_04478,BR_030,30,Mass,Salaried,41,2303.41,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003461,CLI_04555,BR_036,54,Mass,Salaried,109,31814.8,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003464,CLI_00988,BR_016,55,Mass,Salaried,75,30550.34,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003465,CLI_04628,BR_038,18,Mass,Self-employed,51,36054.34,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003468,CLI_01480,BR_001,18,Mass-Affluent,Salaried,27,13817.89,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003469,CLI_04435,BR_014,71,Mass,Self-employed,95,49793.26,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003471,CLI_03568,BR_021,45,Mass,Self-employed,119,36310.72,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003473,CLI_01877,BR_034,22,Mass,Gig-worker,80,34466.69,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003474,CLI_02052,BR_038,22,Mass-Affluent,Salaried,28,12144.59,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003476,CLI_02816,BR_041,50,Mass,Salaried,101,33650.71,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003477,CLI_00971,BR_014,31,Mass,Unemployed,61,10126.26,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003480,CLI_04359,BR_042,47,Mass,Gig-worker,80,19944.81,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003481,CLI_00783,BR_018,42,Mass-Affluent,Self-employed,20,15711.39,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003483,CLI_01574,BR_009,71,Mass-Affluent,Self-employed,114,25896.59,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003484,CLI_04299,BR_041,44,Mass,Business Owner,112,28501.35,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003486,CLI_03795,BR_033,65,Mass,Salaried,17,33039.99,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003487,CLI_03591,BR_049,28,Mass-Affluent,Self-employed,70,47934.79,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003488,CLI_04141,BR_004,44,Mass,Business Owner,98,6211.97,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003492,CLI_02845,BR_047,29,Private,Gig-worker,18,42926.19,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003495,CLI_02093,BR_037,24,Mass,Self-employed,18,36574.7,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003497,CLI_01070,BR_042,23,Mass,Salaried,87,38021.14,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003498,CLI_01676,BR_039,24,Premium,Self-employed,10,6413.17,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003500,CLI_04397,BR_042,55,Mass,Self-employed,111,14540.63,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003506,CLI_02629,BR_002,59,Mass-Affluent,Salaried,36,1003.31,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003508,CLI_02984,BR_015,38,Premium,Salaried,21,1376.07,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003509,CLI_03016,BR_021,35,Premium,Salaried,49,38910.54,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003511,CLI_04931,BR_005,46,Mass,Gig-worker,37,26670.12,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003515,CLI_03703,BR_046,43,Mass,Business Owner,61,9047.58,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003516,CLI_02577,BR_023,30,Mass,Gig-worker,89,12667.83,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003520,CLI_01629,BR_006,20,Private,Self-employed,112,11803.24,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003523,CLI_02997,BR_032,70,Mass-Affluent,Business Owner,42,17793.98,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003526,CLI_01598,BR_002,39,Mass,Gig-worker,64,17765.04,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003527,CLI_01067,BR_015,28,Mass,Gig-worker,21,34139.52,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003528,CLI_03140,BR_017,27,Mass-Affluent,Self-employed,63,37331.51,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003531,CLI_02251,BR_006,38,Mass,Gig-worker,27,25921.78,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003532,CLI_02774,BR_015,72,Mass,Gig-worker,92,13344.61,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003533,CLI_04205,BR_017,58,Mass,Gig-worker,77,45242.73,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003534,CLI_00284,BR_026,51,Private,Gig-worker,54,38552.9,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003535,CLI_02989,BR_022,22,Premium,Salaried,45,25157.29,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003538,CLI_01364,BR_022,24,Mass,Self-employed,32,17098.24,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003542,CLI_00801,BR_024,22,Mass,Self-employed,75,43469.22,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003543,CLI_00760,BR_008,68,Mass-Affluent,Gig-worker,48,30623.79,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003545,CLI_04801,BR_032,44,Mass,Gig-worker,102,32864.52,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003546,CLI_03935,BR_028,18,Mass-Affluent,Gig-worker,46,38344.88,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003548,CLI_04899,BR_022,59,Mass-Affluent,Gig-worker,71,24336.45,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003552,CLI_03792,BR_025,55,Mass,Gig-worker,24,2097.18,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003553,CLI_03320,BR_039,48,Mass-Affluent,Salaried,105,7094.24,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003554,CLI_02190,BR_012,67,Mass-Affluent,Gig-worker,97,42786.13,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003555,CLI_02450,BR_029,66,Mass,Gig-worker,13,41857.32,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003557,CLI_00823,BR_041,66,Mass,Salaried,101,29629.62,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003562,CLI_02161,BR_011,39,Mass-Affluent,Salaried,59,36783.86,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003567,CLI_04581,BR_018,64,Mass,Unemployed,77,30901.92,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003570,CLI_01667,BR_042,32,Mass,Self-employed,92,3918.76,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003571,CLI_03082,BR_040,53,Mass,Unemployed,55,35586.47,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003572,CLI_03886,BR_044,32,Mass,Unemployed,78,19774.57,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003577,CLI_01555,BR_028,74,Premium,Salaried,110,26789.98,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003578,CLI_01081,BR_013,25,Mass,Salaried,71,38728.66,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003580,CLI_00088,BR_003,45,Premium,Self-employed,78,33200.16,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003581,CLI_02701,BR_034,56,Mass-Affluent,Gig-worker,33,49889.41,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003583,CLI_02960,BR_032,69,Mass-Affluent,Gig-worker,86,35603.43,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003588,CLI_00041,BR_030,52,Mass,Salaried,53,2582.26,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003591,CLI_03085,BR_029,32,Private,Self-employed,89,1071.78,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003594,CLI_03938,BR_034,62,Mass,Business Owner,12,13627.54,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003603,CLI_01577,BR_023,68,Mass,Gig-worker,108,16031.73,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003605,CLI_02125,BR_026,50,Mass-Affluent,Gig-worker,32,25521.06,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003606,CLI_00269,BR_014,29,Mass,Salaried,66,20344.32,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003609,CLI_04779,BR_024,55,Mass,Self-employed,48,24801.95,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003610,CLI_04258,BR_007,36,Mass-Affluent,Gig-worker,109,17402.49,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003611,CLI_04561,BR_048,21,Mass-Affluent,Salaried,40,10565.2,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003612,CLI_00823,BR_036,66,Mass,Salaried,101,32818.97,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003614,CLI_02596,BR_015,47,Mass,Gig-worker,41,41632.35,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003615,CLI_03954,BR_049,25,Premium,Salaried,12,43862.84,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003617,CLI_02100,BR_048,65,Premium,Self-employed,87,34687.41,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003618,CLI_04584,BR_002,31,Mass,Self-employed,73,3777.11,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_003621,CLI_00651,BR_021,69,Mass,Salaried,34,12414.61,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003625,CLI_04077,BR_024,43,Mass,Self-employed,38,38995.44,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003627,CLI_01356,BR_014,46,Mass-Affluent,Unemployed,38,23002.71,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003628,CLI_03506,BR_043,50,Mass,Salaried,67,8431.9,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003630,CLI_00701,BR_005,54,Mass,Salaried,17,36685.22,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003636,CLI_02871,BR_036,52,Mass,Salaried,112,48464.21,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003639,CLI_03468,BR_050,37,Mass,Gig-worker,33,13888.74,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_003640,CLI_01419,BR_024,63,Mass,Salaried,28,7020.25,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003642,CLI_03170,BR_011,29,Mass,Salaried,78,17371.61,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_003648,CLI_04272,BR_021,45,Premium,Self-employed,53,44192.1,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_003650,CLI_02395,BR_015,37,Mass,Self-employed,1,37908.82,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003652,CLI_01986,BR_010,27,Mass,Gig-worker,11,22453.1,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003655,CLI_00350,BR_012,59,Mass-Affluent,Salaried,22,19534.54,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_003658,CLI_02809,BR_037,33,Premium,Gig-worker,71,29084.72,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003659,CLI_02563,BR_044,40,Mass,Self-employed,78,40928.92,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_003660,CLI_03153,BR_024,69,Premium,Salaried,37,4702.01,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_003663,CLI_02056,BR_010,32,Mass-Affluent,Self-employed,76,45260.16,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
