application_id,client_id,branch_id,requested_amount,status,rejection_reason,application_date,age,account_age_months,employment_type,segment,lost_value,recommended_action,is_rescuable
APP_003743,CLI_03940,BR_003,22310.98,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-20,52,66,Business Owner,Mass-Affluent,22310.98,Fast Update - ID Verification,True
APP_003744,CLI_04615,BR_029,21653.33,Approved,,2026-04-21,24,40,Gig-worker,Mass,0.0,,
APP_003745,CLI_03200,BR_007,14979.7,Approved,,2026-08-12,44,69,Gig-worker,Mass,0.0,,
APP_003746,CLI_01627,BR_018,39914.82,Approved,,2026-07-11,56,48,Self-employed,Mass,0.0,,
APP_003747,CLI_03202,BR_016,31268.69,Denied,Restriction - Historical Default on Central Bank SCR,2026-08-11,48,86,Salaried,Mass,31268.69,Hard Decline - SCR Restriction,False
APP_003748,CLI_01646,BR_049,4138.53,Approved,,2026-04-23,72,38,Unemployed,Mass,0.0,,
APP_003749,CLI_00982,BR_032,42101.51,Approved,,2026-07-22,40,15,Self-employed,Mass,0.0,,
APP_003750,CLI_02396,BR_038,10167.32,Approved,,2026-04-30,70,84,Gig-worker,Private,0.0,,
APP_003751,CLI_02037,BR_025,48978.41,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-16,44,63,Self-employed,Mass,48978.41,Income Proof - Open Finance Connect,True
APP_003752,CLI_03553,BR_044,19456.49,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-02,63,30,Gig-worker,Mass,19456.49,Restructuring - Add Co-signer or Increase Term,True
APP_003753,CLI_00922,BR_032,31206.03,Approved,,2026-07-11,68,96,Gig-worker,Mass,0.0,,
APP_003754,CLI_03747,BR_019,4813.36,Approved,,2026-08-30,64,89,Self-employed,Mass,0.0,,
APP_003755,CLI_03659,BR_003,17888.5,Approved,,2026-07-19,55,44,Self-employed,Mass-Affluent,0.0,,
APP_003756,CLI_03783,BR_035,40315.34,Approved,,2026-07-22,47,94,Salaried,Mass,0.0,,
APP_003757,CLI_03996,BR_050,24383.22,Approved,,2026-06-23,62,106,Self-employed,Mass-Affluent,0.0,,
APP_003758,CLI_04457,BR_029,45325.57,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-25,49,18,Unemployed,Mass,45325.57,Restructuring - Add Co-signer or Increase Term,True
APP_003759,CLI_04278,BR_011,29181.78,Approved,,2026-07-25,63,101,Self-employed,Mass,0.0,,
APP_003760,CLI_01475,BR_006,46500.04,Denied,Document Error - Expired or Illegible ID,2026-03-12,36,109,Salaried,Mass,46500.04,Fast Update - Request New ID,True
APP_003761,CLI_04659,BR_019,49147.89,Denied,Registry Error - Data Mismatch with Tax Authority,2026-08-23,55,20,Unemployed,Mass,49147.89,Fast Update - ID Verification,True
APP_003762,CLI_04410,BR_037,23240.83,Approved,,2026-07-10,33,57,Self-employed,Premium,0.0,,
APP_003763,CLI_02069,BR_045,28692.67,Denied,Income - Missing Tax Return,2026-08-04,63,15,Self-employed,Mass,28692.67,Income Proof - Request Tax Return,True
APP_003764,CLI_03768,BR_027,41911.11,Denied,Income - Missing Tax Return,2026-04-26,50,17,Gig-worker,Mass,41911.11,Income Proof - Request Tax Return,True
APP_003765,CLI_02853,BR_005,11855.12,Approved,,2026-08-13,47,60,Salaried,Mass-Affluent,0.0,,
APP_003766,CLI_00403,BR_026,43219.85,Approved,,2026-04-22,64,32,Salaried,Mass,0.0,,
APP_003767,CLI_01148,BR_035,30004.09,Approved,,2026-08-19,18,59,Salaried,Mass,0.0,,
APP_003768,CLI_00613,BR_019,36549.51,Approved,,2026-08-21,70,86,Gig-worker,Mass,0.0,,
APP_003769,CLI_01877,BR_017,4912.85,Approved,,2026-08-30,22,80,Gig-worker,Mass,0.0,,
APP_003770,CLI_01614,BR_035,38543.2,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-14,43,53,Salaried,Mass-Affluent,38543.2,Restructuring - Add Co-signer or Increase Term,True
APP_003771,CLI_03018,BR_047,16228.56,Denied,Score - Forgotten Micro-Debt,2026-04-28,52,20,Salaried,Mass-Affluent,16228.56,Credit Recovery - Micro-settlement,True
APP_003772,CLI_04789,BR_049,40456.38,Approved,,2026-03-20,66,52,Gig-worker,Mass-Affluent,0.0,,
APP_003773,CLI_01735,BR_013,25948.47,Approved,,2026-07-07,72,40,Self-employed,Mass,0.0,,
APP_003774,CLI_03549,BR_014,14456.1,Denied,Registry Error - Data Mismatch with Tax Authority,2026-06-05,38,55,Salaried,Premium,14456.1,Fast Update - ID Verification,True
APP_003775,CLI_02920,BR_030,47685.23,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-11,60,86,Salaried,Mass,47685.23,Restructuring - Add Co-signer or Increase Term,True
APP_003776,CLI_04936,BR_048,38488.06,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-29,37,10,Salaried,Mass,38488.06,Restructuring - Add Co-signer or Increase Term,True
APP_003777,CLI_02151,BR_043,49298.62,Approved,,2026-04-22,19,35,Salaried,Mass-Affluent,0.0,,
APP_003778,CLI_02381,BR_017,18859.03,Approved,,2026-05-19,46,5,Business Owner,Mass-Affluent,0.0,,
APP_003779,CLI_01811,BR_037,32811.76,Approved,,2026-04-22,70,63,Salaried,Premium,0.0,,
APP_003780,CLI_03202,BR_015,30967.85,Approved,,2026-03-08,48,86,Salaried,Mass,0.0,,
APP_003781,CLI_00753,BR_018,34690.28,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-11,65,53,Salaried,Mass,34690.28,Fast Update - ID Verification,True
APP_003782,CLI_02473,BR_048,2877.51,Approved,,2026-07-29,50,28,Self-employed,Mass-Affluent,0.0,,
APP_003783,CLI_01342,BR_014,15294.25,Denied,Registry Error - Data Mismatch with Tax Authority,2026-08-10,34,63,Salaried,Mass-Affluent,15294.25,Fast Update - ID Verification,True
APP_003784,CLI_00505,BR_014,45557.54,Denied,Income - Missing Tax Return,2026-04-13,50,107,Self-employed,Mass,45557.54,Income Proof - Request Tax Return,True
APP_003785,CLI_03483,BR_045,21767.18,Approved,,2026-06-30,22,56,Gig-worker,Mass-Affluent,0.0,,
APP_003786,CLI_01970,BR_033,48071.54,Denied,Income - Missing Tax Return,2026-08-17,32,78,Gig-worker,Mass,48071.54,Income Proof - Request Tax Return,True
APP_003787,CLI_04050,BR_038,11461.66,Approved,,2026-03-17,71,10,Unemployed,Mass,0.0,,
APP_003788,CLI_04148,BR_011,49873.77,Approved,,2026-07-25,51,110,Gig-worker,Mass,0.0,,
APP_003789,CLI_03638,BR_011,35181.46,Denied,Document Error - Expired or Illegible ID,2026-05-19,23,22,Unemployed,Private,35181.46,Fast Update - Request New ID,True
APP_003790,CLI_02423,BR_048,39043.28,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-08,67,70,Salaried,Mass,39043.28,Restructuring - Add Co-signer or Increase Term,True
APP_003791,CLI_04485,BR_026,20446.2,Denied,Registry Error - Data Mismatch with Tax Authority,2026-03-13,31,91,Unemployed,Mass,20446.2,Fast Update - ID Verification,True
APP_003792,CLI_00674,BR_003,45443.4,Denied,Score - Forgotten Micro-Debt,2026-05-07,37,67,Salaried,Mass-Affluent,45443.4,Credit Recovery - Micro-settlement,True
APP_003793,CLI_00593,BR_025,27727.68,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-04,31,61,Business Owner,Mass,27727.68,Restructuring - Add Co-signer or Increase Term,True
APP_003794,CLI_02780,BR_017,34365.98,Approved,,2026-06-27,25,111,Unemployed,Mass-Affluent,0.0,,
APP_003795,CLI_03669,BR_022,5645.61,Approved,,2026-06-27,37,57,Salaried,Mass,0.0,,
APP_003796,CLI_02553,BR_029,31952.35,Denied,Income - Missing Tax Return,2026-03-14,60,111,Self-employed,Mass-Affluent,31952.35,Income Proof - Request Tax Return,True
APP_003797,CLI_04179,BR_046,44074.87,Approved,,2026-06-21,70,65,Self-employed,Mass,0.0,,
APP_003798,CLI_03139,BR_026,9735.88,Denied,Score - Disabled Positive Credit Registry,2026-03-19,28,112,Gig-worker,Mass,9735.88,Credit Recovery - BACEN Education Journey,True
APP_003799,CLI_04510,BR_034,37148.57,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-28,23,43,Salaried,Mass,37148.57,Restructuring - Add Co-signer or Increase Term,True
APP_003800,CLI_02501,BR_026,2244.64,Denied,Restriction - Historical Default on Central Bank SCR,2026-06-18,41,42,Salaried,Mass-Affluent,2244.64,Hard Decline - SCR Restriction,False
APP_003801,CLI_02794,BR_009,46383.95,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-20,73,67,Gig-worker,Mass,46383.95,Income Proof - Open Finance Connect,True
APP_003802,CLI_04294,BR_040,49162.94,Approved,,2026-08-23,28,98,Salaried,Premium,0.0,,
APP_003803,CLI_01713,BR_011,18354.82,Approved,,2026-04-04,60,63,Self-employed,Mass-Affluent,0.0,,
APP_003804,CLI_02346,BR_007,6246.62,Approved,,2026-03-11,22,46,Self-employed,Mass,0.0,,
APP_003805,CLI_00300,BR_030,33270.24,Approved,,2026-06-04,47,66,Salaried,Mass-Affluent,0.0,,
APP_003806,CLI_04225,BR_002,2461.89,Approved,,2026-08-01,61,5,Salaried,Mass,0.0,,
APP_003807,CLI_01907,BR_030,24641.83,Approved,,2026-08-11,33,40,Salaried,Mass,0.0,,
APP_003808,CLI_02486,BR_004,14317.18,Denied,Registry Error - Data Mismatch with Tax Authority,2026-07-25,55,11,Salaried,Premium,14317.18,Fast Update - ID Verification,True
APP_003809,CLI_00207,BR_014,24193.61,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-11,65,13,Salaried,Mass-Affluent,24193.61,Restructuring - Add Co-signer or Increase Term,True
APP_003810,CLI_00294,BR_013,1895.5,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-07,21,8,Gig-worker,Mass,1895.5,Income Proof - Open Finance Connect,True
APP_003811,CLI_01874,BR_025,3529.0,Approved,,2026-04-16,32,103,Salaried,Mass,0.0,,
APP_003812,CLI_03759,BR_013,1782.82,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-11,29,43,Gig-worker,Mass-Affluent,1782.82,Restructuring - Add Co-signer or Increase Term,True
APP_003813,CLI_02089,BR_013,31337.46,Approved,,2026-06-17,32,2,Self-employed,Premium,0.0,,
APP_003814,CLI_01773,BR_037,28444.55,Approved,,2026-06-10,73,15,Salaried,Mass-Affluent,0.0,,
APP_003815,CLI_02864,BR_044,12424.74,Denied,Registry Error - Data Mismatch with Tax Authority,2026-06-14,26,96,Unemployed,Mass-Affluent,12424.74,Fast Update - ID Verification,True
APP_003816,CLI_04722,BR_006,32685.51,Approved,,2026-07-25,39,79,Salaried,Mass,0.0,,
APP_003817,CLI_04374,BR_026,44326.16,Approved,,2026-07-01,42,46,Self-employed,Mass,0.0,,
APP_003818,CLI_03427,BR_014,14588.78,Approved,,2026-06-21,59,89,Self-employed,Mass,0.0,,
APP_003819,CLI_00529,BR_008,41767.7,Approved,,2026-03-11,25,88,Unemployed,Mass,0.0,,
APP_003820,CLI_02134,BR_024,33462.95,Denied,Restriction - Historical Default on Central Bank SCR,2026-03-22,34,22,Salaried,Mass,33462.95,Hard Decline - SCR Restriction,False
APP_003821,CLI_01925,BR_022,2657.2,Approved,,2026-05-22,62,81,Unemployed,Mass,0.0,,
APP_003822,CLI_04789,BR_040,19382.34,Approved,,2026-03-14,66,52,Gig-worker,Mass-Affluent,0.0,,
APP_003823,CLI_01361,BR_039,25880.1,Denied,Score - Disabled Positive Credit Registry,2026-04-26,67,57,Self-employed,Mass,25880.1,Credit Recovery - BACEN Education Journey,True
APP_003824,CLI_00863,BR_049,36853.26,Approved,,2026-03-27,47,61,Self-employed,Mass-Affluent,0.0,,
APP_003825,CLI_03217,BR_021,15069.4,Denied,Registry Error - Data Mismatch with Tax Authority,2026-06-20,40,55,Salaried,Mass,15069.4,Fast Update - ID Verification,True
APP_003826,CLI_02363,BR_043,49153.78,Denied,Income - Missing Tax Return,2026-06-30,66,79,Gig-worker,Mass,49153.78,Income Proof - Request Tax Return,True
APP_003827,CLI_04321,BR_026,34542.45,Approved,,2026-03-27,69,83,Salaried,Mass,0.0,,
APP_003828,CLI_03495,BR_010,19267.87,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-11,74,42,Gig-worker,Mass-Affluent,19267.87,Income Proof - Open Finance Connect,True
APP_003829,CLI_01968,BR_013,5754.23,Denied,Document Error - Expired or Illegible ID,2026-06-10,51,25,Salaried,Mass,5754.23,Fast Update - Request New ID,True
APP_003830,CLI_00068,BR_042,9887.02,Approved,,2026-03-28,40,68,Unemployed,Mass,0.0,,
APP_003831,CLI_01643,BR_014,24892.78,Approved,,2026-08-10,34,62,Self-employed,Premium,0.0,,
APP_003832,CLI_01021,BR_009,25240.07,Approved,,2026-03-22,25,61,Salaried,Mass,0.0,,
APP_003833,CLI_03144,BR_007,38618.22,Approved,,2026-03-15,35,117,Salaried,Mass,0.0,,
APP_003834,CLI_01471,BR_039,36582.65,Denied,Document Error - Expired or Illegible ID,2026-04-02,40,32,Unemployed,Mass,36582.65,Fast Update - Request New ID,True
APP_003835,CLI_01383,BR_031,10862.38,Approved,,2026-08-06,36,22,Self-employed,Mass,0.0,,
APP_003836,CLI_02931,BR_050,30152.87,Approved,,2026-03-26,19,59,Salaried,Mass,0.0,,
APP_003837,CLI_01337,BR_016,2010.47,Denied,Restriction - Historical Default on Central Bank SCR,2026-06-06,24,25,Unemployed,Mass,2010.47,Hard Decline - SCR Restriction,False
APP_003838,CLI_03167,BR_008,20528.82,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-04-24,72,85,Self-employed,Mass,20528.82,Restructuring - Add Co-signer or Increase Term,True
APP_003839,CLI_01243,BR_048,38441.16,Approved,,2026-03-18,64,92,Self-employed,Mass-Affluent,0.0,,
APP_003840,CLI_01706,BR_015,20575.92,Denied,Registry Error - Data Mismatch with Tax Authority,2026-05-27,41,92,Salaried,Mass,20575.92,Fast Update - ID Verification,True
APP_003841,CLI_03200,BR_025,41944.22,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-04-14,44,69,Gig-worker,Mass,41944.22,Income Proof - Open Finance Connect,True
APP_003842,CLI_02595,BR_047,48831.61,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-20,53,113,Gig-worker,Mass-Affluent,48831.61,Restructuring - Add Co-signer or Increase Term,True
APP_003843,CLI_03938,BR_038,30753.42,Approved,,2026-03-13,62,12,Business Owner,Mass,0.0,,
APP_003844,CLI_01680,BR_041,8105.2,Approved,,2026-07-20,38,72,Self-employed,Premium,0.0,,
APP_003845,CLI_01316,BR_015,19604.18,Approved,,2026-06-05,68,59,Salaried,Mass-Affluent,0.0,,
APP_003846,CLI_04827,BR_025,1464.68,Denied,Score - Disabled Positive Credit Registry,2026-05-27,50,104,Self-employed,Mass,1464.68,Credit Recovery - BACEN Education Journey,True
APP_003847,CLI_00568,BR_007,30533.57,Approved,,2026-03-19,66,25,Salaried,Premium,0.0,,
APP_003848,CLI_02705,BR_026,41256.86,Approved,,2026-07-23,56,15,Salaried,Mass,0.0,,
APP_003849,CLI_02452,BR_008,31867.06,Denied,Score - Disabled Positive Credit Registry,2026-04-04,44,57,Self-employed,Private,31867.06,Credit Recovery - BACEN Education Journey,True
APP_003850,CLI_01749,BR_018,39518.23,Approved,,2026-08-13,69,99,Salaried,Mass,0.0,,
APP_003851,CLI_04692,BR_021,40195.29,Approved,,2026-08-12,49,59,Unemployed,Mass,0.0,,
APP_003852,CLI_00648,BR_016,42699.62,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-05,62,111,Salaried,Mass,42699.62,Restructuring - Add Co-signer or Increase Term,True
APP_003853,CLI_02194,BR_047,14066.53,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-06-20,24,65,Gig-worker,Mass,14066.53,Income Proof - Open Finance Connect,True
APP_003854,CLI_02809,BR_003,43692.16,Denied,Score - Disabled Positive Credit Registry,2026-03-14,33,71,Gig-worker,Premium,43692.16,Credit Recovery - BACEN Education Journey,True
APP_003855,CLI_00125,BR_001,33050.61,Approved,,2026-06-11,66,102,Salaried,Private,0.0,,
APP_003856,CLI_01538,BR_013,15196.55,Approved,,2026-05-19,38,116,Business Owner,Mass,0.0,,
APP_003857,CLI_04576,BR_032,49377.44,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-07-09,65,112,Salaried,Mass,49377.44,Restructuring - Add Co-signer or Increase Term,True
APP_003858,CLI_04808,BR_012,47558.94,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-11,23,101,Salaried,Mass,47558.94,Restructuring - Add Co-signer or Increase Term,True
APP_003859,CLI_01971,BR_031,29147.61,Approved,,2026-07-23,47,106,Salaried,Mass,0.0,,
APP_003860,CLI_02763,BR_041,42317.21,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-24,22,96,Gig-worker,Mass-Affluent,42317.21,Income Proof - Open Finance Connect,True
APP_003861,CLI_01818,BR_002,13813.23,Denied,Income - Missing Tax Return,2026-08-05,74,19,Self-employed,Mass,13813.23,Income Proof - Request Tax Return,True
APP_003862,CLI_00815,BR_041,21385.81,Approved,,2026-04-13,26,61,Salaried,Mass,0.0,,
APP_003863,CLI_03102,BR_008,10014.62,Denied,Document Error - Expired or Illegible ID,2026-07-16,65,88,Salaried,Mass,10014.62,Fast Update - Request New ID,True
APP_003864,CLI_04152,BR_025,26485.03,Approved,,2026-05-12,29,44,Self-employed,Mass,0.0,,
APP_003865,CLI_01655,BR_005,25304.07,Approved,,2026-04-03,38,5,Gig-worker,Mass,0.0,,
APP_003866,CLI_00132,BR_045,11427.85,Approved,,2026-05-05,66,81,Unemployed,Mass,0.0,,
APP_003867,CLI_00231,BR_002,33967.28,Approved,,2026-07-04,41,56,Gig-worker,Mass-Affluent,0.0,,
APP_003868,CLI_00395,BR_042,6771.72,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-16,22,83,Salaried,Mass-Affluent,6771.72,Restructuring - Add Co-signer or Increase Term,True
APP_003869,CLI_03574,BR_038,4022.88,Approved,,2026-04-28,20,79,Salaried,Mass,0.0,,
APP_003870,CLI_00982,BR_039,19860.34,Approved,,2026-08-25,40,15,Self-employed,Mass,0.0,,
APP_003871,CLI_00933,BR_003,21081.41,Denied,Score - Forgotten Micro-Debt,2026-07-13,22,8,Salaried,Mass,21081.41,Credit Recovery - Micro-settlement,True
APP_003872,CLI_01410,BR_046,16667.29,Approved,,2026-05-20,25,8,Salaried,Mass,0.0,,
APP_003873,CLI_02956,BR_048,13639.39,Denied,Score - Disabled Positive Credit Registry,2026-06-27,54,72,Gig-worker,Premium,13639.39,Credit Recovery - BACEN Education Journey,True
APP_003874,CLI_04629,BR_038,17600.04,Denied,Registry Error - Data Mismatch with Tax Authority,2026-04-23,53,24,Salaried,Mass-Affluent,17600.04,Fast Update - ID Verification,True
APP_003875,CLI_04651,BR_022,9005.4,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-05-18,34,24,Self-employed,Mass,9005.4,Income Proof - Open Finance Connect,True
APP_003876,CLI_02742,BR_040,20769.17,Denied,Score - Forgotten Micro-Debt,2026-03-18,20,55,Business Owner,Mass,20769.17,Credit Recovery - Micro-settlement,True
APP_003877,CLI_02939,BR_033,45325.57,Approved,,2026-08-25,36,99,Self-employed,Mass-Affluent,0.0,,
APP_003878,CLI_03421,BR_032,11996.92,Approved,,2026-08-24,42,39,Self-employed,Mass-Affluent,0.0,,
APP_003879,CLI_02505,BR_047,34538.1,Denied,Document Error - Expired or Illegible ID,2026-07-31,38,104,Salaried,Mass,34538.1,Fast Update - Request New ID,True
APP_003880,CLI_03034,BR_017,7947.44,Approved,,2026-08-13,18,6,Gig-worker,Mass,0.0,,
APP_003881,CLI_03980,BR_018,18341.42,Approved,,2026-05-06,30,23,Salaried,Mass,0.0,,
APP_003882,CLI_03824,BR_003,16737.56,Approved,,2026-04-14,50,90,Salaried,Mass-Affluent,0.0,,
APP_003883,CLI_04481,BR_006,46914.44,Approved,,2026-07-06,35,69,Salaried,Mass,0.0,,
APP_003884,CLI_00712,BR_049,21971.12,Approved,,2026-04-16,32,53,Gig-worker,Mass,0.0,,
APP_003885,CLI_02977,BR_013,34832.83,Approved,,2026-06-02,72,30,Salaried,Mass,0.0,,
APP_003886,CLI_01472,BR_031,30520.68,Denied,Registry Error - Data Mismatch with Tax Authority,2026-08-11,38,15,Business Owner,Mass-Affluent,30520.68,Fast Update - ID Verification,True
APP_003887,CLI_03700,BR_017,7910.47,Approved,,2026-04-06,38,7,Self-employed,Mass,0.0,,
APP_003888,CLI_03187,BR_021,47037.48,Approved,,2026-05-03,39,103,Salaried,Mass-Affluent,0.0,,
APP_003889,CLI_04750,BR_016,17947.6,Denied,Score - Forgotten Micro-Debt,2026-04-22,45,115,Unemployed,Mass,17947.6,Credit Recovery - Micro-settlement,True
APP_003890,CLI_01143,BR_017,3193.16,Denied,Restriction - Historical Default on Central Bank SCR,2026-04-07,26,62,Salaried,Mass,3193.16,Hard Decline - SCR Restriction,False
APP_003891,CLI_03982,BR_032,15721.74,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-03,63,37,Gig-worker,Mass-Affluent,15721.74,Restructuring - Add Co-signer or Increase Term,True
APP_003892,CLI_02569,BR_001,17446.05,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-22,32,80,Self-employed,Mass,17446.05,Restructuring - Add Co-signer or Increase Term,True
APP_003893,CLI_01609,BR_048,5544.52,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-06-29,34,113,Salaried,Mass-Affluent,5544.52,Restructuring - Add Co-signer or Increase Term,True
APP_003894,CLI_04634,BR_038,31378.89,Approved,,2026-04-15,74,57,Salaried,Mass-Affluent,0.0,,
APP_003895,CLI_03823,BR_008,17991.45,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-30,26,19,Self-employed,Mass,17991.45,Income Proof - Open Finance Connect,True
APP_003896,CLI_01898,BR_001,31827.6,Approved,,2026-08-07,51,108,Salaried,Mass-Affluent,0.0,,
APP_003897,CLI_02193,BR_002,1330.29,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-03-24,64,96,Gig-worker,Mass-Affluent,1330.29,Restructuring - Add Co-signer or Increase Term,True
APP_003898,CLI_04073,BR_047,49120.37,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-08-06,18,7,Gig-worker,Mass,49120.37,Income Proof - Open Finance Connect,True
APP_003899,CLI_01092,BR_037,9355.3,Denied,Document Error - Expired or Illegible ID,2026-07-27,37,93,Salaried,Mass,9355.3,Fast Update - Request New ID,True
APP_003900,CLI_00700,BR_024,33307.22,Approved,,2026-08-21,28,26,Unemployed,Mass,0.0,,
APP_003901,CLI_04093,BR_027,36073.43,Approved,,2026-08-02,52,51,Unemployed,Mass,0.0,,
APP_003902,CLI_01902,BR_020,9408.81,Approved,,2026-07-06,62,6,Self-employed,Mass,0.0,,
APP_003903,CLI_02179,BR_047,6473.9,Approved,,2026-05-27,26,11,Business Owner,Mass,0.0,,
APP_003904,CLI_00733,BR_021,8476.28,Denied,Score - Disabled Positive Credit Registry,2026-04-16,25,93,Self-employed,Mass,8476.28,Credit Recovery - BACEN Education Journey,True
APP_003905,CLI_00513,BR_042,13094.09,Denied,Registry Error - Data Mismatch with Tax Authority,2026-08-07,57,79,Salaried,Mass-Affluent,13094.09,Fast Update - ID Verification,True
APP_003906,CLI_02688,BR_037,9243.37,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-28,26,74,Salaried,Mass,9243.37,Restructuring - Add Co-signer or Increase Term,True
APP_003907,CLI_04097,BR_035,34025.97,Approved,,2026-07-06,70,70,Unemployed,Private,0.0,,
APP_003908,CLI_03757,BR_038,21620.83,Approved,,2026-05-01,31,101,Gig-worker,Private,0.0,,
APP_003909,CLI_00432,BR_015,27351.79,Approved,,2026-07-29,71,50,Self-employed,Mass-Affluent,0.0,,
APP_003910,CLI_04495,BR_050,3319.5,Denied,Income - Missing Tax Return,2026-06-07,74,85,Gig-worker,Mass,3319.5,Income Proof - Request Tax Return,True
APP_003911,CLI_00808,BR_046,43201.2,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-09,54,2,Gig-worker,Mass,43201.2,Income Proof - Open Finance Connect,True
APP_003912,CLI_01280,BR_042,9358.01,Approved,,2026-07-12,29,40,Salaried,Mass,0.0,,
APP_003913,CLI_02222,BR_030,18647.46,Approved,,2026-08-26,46,16,Unemployed,Mass-Affluent,0.0,,
APP_003914,CLI_00855,BR_004,4523.18,Denied,Document Error - Expired or Illegible ID,2026-07-09,68,106,Salaried,Mass,4523.18,Fast Update - Request New ID,True
APP_003915,CLI_03213,BR_043,7702.86,Denied,Score - Forgotten Micro-Debt,2026-08-15,73,89,Salaried,Mass-Affluent,7702.86,Credit Recovery - Micro-settlement,True
APP_003916,CLI_02587,BR_039,33624.17,Approved,,2026-03-31,44,64,Salaried,Mass,0.0,,
APP_003917,CLI_04841,BR_015,34936.76,Approved,,2026-06-05,52,111,Self-employed,Mass,0.0,,
APP_003918,CLI_02769,BR_023,34171.31,Approved,,2026-04-17,72,29,Gig-worker,Mass,0.0,,
APP_003919,CLI_04339,BR_041,28054.7,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-08-30,67,67,Unemployed,Mass-Affluent,28054.7,Restructuring - Add Co-signer or Increase Term,True
APP_003920,CLI_03341,BR_015,47673.56,Approved,,2026-08-12,72,24,Unemployed,Mass,0.0,,
APP_003921,CLI_03229,BR_026,25851.68,Denied,Restriction - Historical Default on Central Bank SCR,2026-06-02,25,111,Salaried,Mass,25851.68,Hard Decline - SCR Restriction,False
APP_003922,CLI_01620,BR_012,23021.19,Approved,,2026-08-26,34,95,Gig-worker,Mass-Affluent,0.0,,
APP_003923,CLI_00276,BR_018,13129.73,Denied,Policy - Debt-to-Income (DTI) > 30%,2026-05-05,55,84,Salaried,Mass,13129.73,Restructuring - Add Co-signer or Increase Term,True
APP_003924,CLI_04104,BR_006,5843.63,Denied,Score - Forgotten Micro-Debt,2026-06-14,20,18,Salaried,Premium,5843.63,Credit Recovery - Micro-settlement,True
APP_003925,CLI_03864,BR_018,27859.59,Denied,Document Error - Expired or Illegible ID,2026-07-08,61,24,Salaried,Mass,27859.59,Fast Update - Request New ID,True
APP_003926,CLI_00715,BR_050,16429.62,Approved,,2026-07-15,70,62,Gig-worker,Mass,0.0,,
APP_003927,CLI_02081,BR_024,26677.24,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-05,20,55,Gig-worker,Mass-Affluent,26677.24,Income Proof - Open Finance Connect,True
APP_003928,CLI_00810,BR_038,11099.83,Approved,,2026-03-15,27,49,Gig-worker,Mass,0.0,,
APP_003929,CLI_03727,BR_028,42070.46,Approved,,2026-04-05,37,56,Gig-worker,Mass,0.0,,
APP_003930,CLI_03979,BR_015,49985.16,Denied,Document Error - Expired or Illegible ID,2026-08-26,56,69,Salaried,Mass-Affluent,49985.16,Fast Update - Request New ID,True
APP_003931,CLI_00862,BR_019,16797.77,Approved,,2026-08-02,35,42,Salaried,Mass,0.0,,
APP_003932,CLI_00037,BR_005,42274.05,Approved,,2026-04-03,39,34,Salaried,Premium,0.0,,
APP_003933,CLI_03812,BR_004,43776.32,Denied,Income - Gig Worker with Inconsistent Cash Flow,2026-07-27,36,47,Self-employed,Mass-Affluent,43776.32,Income Proof - Open Finance Connect,True
APP_003934,CLI_02082,BR_017,49807.62,Denied,Document Error - Expired or Illegible ID,2026-05-14,46,116,Salaried,Mass,49807.62,Fast Update - Request New ID,True
